Song Name,Closeness Score,Happy Score,Angry Score,Sad Score,Surprise Score,Fear Score,Prioritized Emotion,Artist Name,album,cleaned_lyrics,position
whole life story,0.16,0.03,0.1,0.41,0.21,0.24,None,Passion Pit,Kindred,you had something else you had to say but it doesnt matter now because we always talk in circles always circling yeah theyre talking bout our faces and it shakes you til you cry now youre stuck inside their world getting tangled in the lights  and yes its true they dont know us they dont know me they dont know you  oh well im sorry darling how could i have turned this into such a darning difficult position for you sorry darling how could you forgive me when our lifes some story out for them to buy dont you let go oh dont you let go dont you let go dont you let go oh dont you let go  i made my case you sat and crossed your arms and you didnt make a sound you were looking out the window at the city then you turned and said you loved me and it took me by surprise you were perching in your corner and i couldnt see your eyes you might also like and yes its true they dont know us they dont know me they dont know you  oh well im sorry darling how could i have turned this into such a darning difficult position for you sorry darling how could you forgive me when our lifes some story out for them to buy dont you let go oh dont you let go dont you let go dont you let go oh dont you let go  someone else could make this into something someone else could push you to the side and that was then back when we lost our minds weve got nothing to hide just give it some more time  oh well im sorry darling how could i have turned this into such a darning difficult position for you sorry darling how could you forgive me when our lifes some story out for them to buy dont you let go oh dont you let go dont you let go oh dont you let go dont you let go oh dont you let go dont you let go oh dont you let go,6
constant conversations,0.23,0.2,0.03,0.31,0.11,0.34,None,Passion Pit,Gossamer,uh huh bet you never leave oh oh oh oh oh oh oh oh never uh huh bet you never never leave oh oh oh oh oh oh oh oh bet you never no  well youre wrapped up in a blanket and youre staring at the floor the conversations moderated by the noisy streets below i never wanna hurt you baby im just a mess with a name and a price and now im drunker than before they told me drinking doesnt make me nice  you never know where some people will go yeah some people been hurting me you can tell by a look by the slightest crook in the neck or the blink of an eye well then theyll say what they say and theyll do what they do but that doesnt mean a goddamn thing you can listen if you want you can listen if you dont yeah theyll talk yeah theyll even sing you might also like oh everybody now oh oh oh oh oh oh they come singing through the window singing through the trees yeah theyre singing through the bright spring leaves everybody now oh oh oh oh oh oh yeah they love you when they need you but someday youre gonna need to find some other kind of place to go oh  bet you never leave oh oh oh oh oh oh oh oh never uh huh bet you never never leave oh oh oh oh oh oh oh oh bet you never no  now youre standing in the kitchen and youre pouring out my drink well theres a very obvious difference and its that one of us can think if theres a bump in the road yeah youd fix it but for me yeah ill just run off the road but tonight youve got me cornered and i havent got a place to go  you never know where some people will go yeah some people been hurting me you can tell by a look by the slightest crook in the neck or the blink of an eye well then theyll say what they say and theyll do what they do but that doesnt mean a goddamn thing you can listen if you want you can listen if you dont yeah theyll talk yeah theyll even sing  oh everybody now oh oh oh oh oh oh they come singing through the window singing through the trees yeah theyre singing through the bright spring leaves everybody now oh oh oh oh oh oh sing it loud sing it loud yeah they love you when they need you but someday youre gonna need to find some other kind of place to go dont you know  oh oh oh oh oh oh oh oh dont wanna leave you and me start talking bout other people oh oh oh oh oh oh oh oh,7
to kingdom come,0.165,0.02,0.11,0.41,0.22,0.24,None,Passion Pit,Manners,thats a frosty way to speak to tell me how to live next to your potpourri all this talking pulls my teeth i believed in you so youd believe in  me i cried out god! you dared me in the dark i felt a hush fall quietly from my spark so now i hide in piles of princely orange peels it feels the way you told me how itd always feel  once i had a name to claim i scraped on all the walls like an orthodox saint i wish for the same old things that turned me inside out keeling in such pain its a game  me i cried out god! you dared me in the dark i felt a hush fall quietly from my spark so now i hide in piles of princely orange peels it feels the way you told me how itd always feel you might also like never have i ever been clutching at your hair to cure you of some sin but thats the kind of state im in swimming in a pool of godly medicine  come come hear it calling me yelling like if ever there was someone who could make things heavenly again feel alright  me i cried out god! you dared me in the dark i felt a hush fall quietly from my spark so now i hide in piles of princely orange peels it feels the way you told me how itd always feel  me i cried out god! you dared me in the dark i felt a hush fall quietly from my spark so now i hide in piles of princely orange peels it feels the way you told me how itd always feel,8
ill be alright,0.24,0.15,0.19,0.33,0.04,0.3,None,Passion Pit,Gossamer,can you remember ever having any fun cause when all its all said and done i always believed we were but now im not so sure  i drink a gin and take a couple of my pills then my parade will give you chills no honey dont give me up i know weve had enough  you should go if you want to yeah go if you want to ill be alright be alright well ive made so many messes and this love has grown so restless your whole lifes been nothing but this i wont let you go loveless ill be alright ill be alright  im so self loathing that its hard for me to see reality from what i dream now no one believes me no not a single thing you might also like my brain is racing and i feel like ill explode youre looking at me from below this world wasnt made for you just go find someone new  you should go if you want to yeah go if you want to ill be alright be alright well ive made so many messes and this love has grown so restless your whole lifes been nothing but this i wont let you go loveless ill be alright ill be alright  why do i keep hounding on this suffering my heads gone off now all my thoughts are stumbling this partys over no it isnt happening no wind in the sails until im fully recovering  you should go if you want to yeah go if you want to ill be alright be alright well ive made so many messes and this love has grown so restless your whole lifes been nothing but this i wont let you go loveless ill be alright ill be alright ill be alright ill be alright,9
hideaway,0.17,0.21,0.12,0.21,0.12,0.33,None,Passion Pit,Gossamer,who could love you in the way that you love you youre alone darling and theres nothing to argue your life revolves to ruin everyones watching all that youre doing say your heads done in maybe you should start running  hideaway hideaway where theyll never say you cannot stay come and play my hideaway someday everything will be okay  youre not strong so you you could hurt her so badly you dont mean to hurting her is too maddening when you do its a war in your hand what you mean to say isnt always whats said take a deep breath as soon as youve let go you might also like hideaway hideaway where theyll never say you cannot stay come and play my hideaway someday everything will be okay  whats the point to this feeling happiness in life as we fight off our demise or love as we play into its lies oh honey  hideaway hideaway where theyll never say you cannot stay come and play my hideaway someday everything will be okay,10
take a walk,0.27,0.1,0.18,0.26,0.1,0.36,None,Passion Pit,Gossamer,all these kinds of places make it seem like its been ages tomorrow some new building will scrape the sky i love this country dearly i can feel the ladder clearly but i never thought id be alone to try once i was outside penn station selling red and white carnations we were still alone my wife and i before we married saved my money brought my dear wife over now i work to bring my family stateside  but off the boat they stayed a while then scattered across the coast once a year ill see them for a week or so at most  i took a walk take a walk take a walk take a walk take a walk take a walk take a walk oh i took a walk take a walk take a walk take a walk take a walk take a walk take a walk oh practice isnt perfect but the market cuts a loss i remind myself that times could be much worse my wife wont ask me questions theres not so much to ask and shell never flaunt around an empty purse once my mother in law came just to stay a couple nights then decided she would stay the rest of her life i watch my little children play some board game in the kitchen and i sit and pray they never feel my strife you might also like but then my partner called to say the pension funds were gone he made some bad investments now the accounts are overdrawn  i took a walk take a walk take a walk take a walk take a walk take a walk take a walk oh i took a walk take a walk take a walk take a walk take a walk take a walk take a walk oh honey its your son i think i borrowed just too much we had taxes we had bills we had a lifestyle to front and tonight i swear ill come home and well make love like were young tomorrow youll cook dinner for the neighbors and their kids we can rip apart those socialists and all their damn taxes but see i am no criminal im down on both bad knees im just too much a coward to admit when im in need  i took a walk take a walk take a walk take a walk take a walk take a walk take a walk oh i took a walk take a walk take a walk take a walk take a walk take a walk take a walk oh i took a walk take a walk take a walk take a walk take a walk take a walk take a walk oh i took a walk take a walk take a walk take a walk take a walk take a walk take a walk oh,11
looks like rain,0.325,0.1,0.29,0.24,0.14,0.24,None,Passion Pit,Kindred,all the rivers are bending and the mountains are peaking and the flowers are blooming and the meadows are rolling into waves that rush upon the shore and barely touch your toes the clouds are crowding round us for some reason no one knows and i said  hey looks like rain then you lifted your hands and prayed go away you can come back some other day but they stayed and you soaked under all of the grey and the rain washed all our cries and pleas away  now the season is changing and the leaves now are turning and the birds arent singing and the grass isnt green anymore than it used to be when the sunbeams lit it up and the clouds are crowding round us just to say theyve had enough and i said you might also like hey looks like rain then you lifted your hands and prayed go away you can come back some other day but they stayed and you soaked under all of the grey and the rain washed all our cries and pleas away  and now the current takes us out and all the ripples turn to waves the wind begins caressing all the branches to a sway the air shattered like glass and fell like crystals on your face i took you in my arms and i could hear you saying grace then i said  hey looks like rain then you lifted your hands and prayed go away you can come back some other day but they stayed and you soaked under all of the grey and the rain washed all our cries and pleas away,12
disco dangerous,0,0.44,0,0.22,0.11,0.22,Fear,Little Dragon,Slugs of Love,trees blooming warm winds hot summer exchanging glances romancing dont make me slip not now not this summer junkie junkie for the rush sweep me off the floor wrap me in gold paper i just cant fake it see my eyes well up see the skies swell up light up this um ah because i never want to fall in love never i never want to fall in love never never want to fall in love you might also likela la la la la i never la la la la la no never la la la la la never ever la la la la la never ever la la la la la never ever la la la la la never la la la sing it girl dont rush baby your light touch never too much sweet taste cause i drive a hundred miles per hour going crazy and im not sure how all i know is that i need you now,2
my step,0,0.12,0,0.53,0.18,0.18,Fear,Little Dragon,Machine Dreams,holding a net my arms came tied in string enter a world a special made for kings deep in my heart a simple love now that i’m caught the distance of  my step slide lightning fight tropical times  there was a thrill but peace came settling in into a world a special made for them deep in my heart a simple love now that i’m caught the distance of  my step slide lightning fight tropical times my step slide lightning fight tropical times  you might also like my step slide lightning fight tropical times,3
the pop life,0.01,0.07,0.11,0.26,0.22,0.33,Fear,Little Dragon,Season High,was that angel the stranded pop life just sit still in your chair watch your fight is it true that the spirits dont go or can we bring it back from the dead youre such a freak really dont care youre paralyzed broken out here waving the flags popping the tags working full staff youre such a freak really dont care youre paralyzed broken out here got our new bags popping them tags all i see is dollar signs  therere no fists in the air not this time when youre desperate you care we unwind watch the fall of our empire on the big screen but does that console so me if you want it then you buy it or you make it with a big ol tree stay silent then you take it cause you wanna be seen quick world to fame wont sit back in your chair dont wanna spend nobody cares its a free country here you might also like youre such a freak really dont care youre paralyzed broken out here waving the flags popping them tags working full staff youre such a freak really dont care youre paralyzed broken out here got our new bags popping the tags all i see is dollar signs  in our full bags all i see is dollar signs,4
amoban,0,0.14,0.07,0.25,0.25,0.29,Fear,Little Dragon,Slugs of Love,were gonna whistle a little melody for you it goes something like this one two three we wrote a song for you to hear you enter the room your presence so strong the nerves i feel as i press play the volumes too low low everything that we hear felt from your ears please say something good dear legends youve been brave this soul needs to be saved my god my god im a neurotic mеss passion and love to create why put your words on it my god my god its all i got sharе a song a poem a painting a scary thing when looked from other eyes and when judgement fall just start to sing along why you tryna why you tryna be so good stop trying to impress the world now my god i feel just like a child you might also likewe wrote a song for you to hear you enter the room your presence so strong the nerves i feel as i press play the volumes too low low everything that we hear felt from your ears please say something good,5
gold,0.01,0.17,0,0.27,0.22,0.34,Fear,Little Dragon,Slugs of Love,make me laugh till i die i stand beside you with pride with you i feel everything come alive ooh i see your true sides it dont matter to me all these material needs got us fooled why golds on the inside elevated my feet only your love will set me free  ooh you make me feel like a million dollars my rich life nothing no man can buy ooh you make me feel like a million dollars its heartfelt overflowing inside gold on my skin gold everything gold on my skin gold covering ooh you make me feel like a million dollars its hеartfelt overflowing  your heart so kind your prеsence so bright with you i feel everything wake to life it dont matter to me all these material needs got us fooled why golds on the inside elevated my feet only your love will set me free you might also like ooh you make me feel like a million dollars my rich life nothing no man can buy ooh you make me feel like a million dollars its heartfelt overflowing inside gold on my skin gold everything gold on my skin gold covering ooh you make me feel like a million dollars my rich life nothing no nothing no nothing no man can buy nothing no man ever can take nothing no man ever can break oh ooh you make me feel like a million dollars,6
easy falling,0,0.14,0.1,0.43,0.05,0.29,Fear,Little Dragon,Slugs of Love,cause i wanna feel something real i wont hold it back if i had a second chance for your love wont hold it back wanna hear something real ooh i have the urge to run away this time ill stay and i wanna feel something true this time hold me gently ease me hold me gently ease me as i lay in the shade unafraid for the very first time ready to feel something real wont hold it back if i had a second chance for true love wont hold it back wanna give something real ooh i have the urge to run away this time ill stay and i wanna feel something true this time you might also likehold me gently ease me hold me gently ease me ease me gently tears rolling down my cheeks been so long since i felt love standing here beside me thought i needed you now i feel it burning here inside me ease me gently,7
shuffle a dream,0,0.05,0,0.34,0.32,0.29,Fear,Little Dragon,Ritual Union,you cruise around in your deluxe water craft and play it big in designer shades acting high class and the girls that you know all admire that they want your kids in a row theyll be lining up fast  to your door so make a move castle in the sky pick and choose if you want him would you share cause thats the deal girl  trickling coins making the noise follow it blind follow the signs why would you want someone so vain stealing your soul making it rain you act supreme as your fortune lit the sky but its a shell with a crack and youre just a plain guy play it big cause our world made it easy to i see those shimmering rocks moving closer to you  to your door so make a move castle in the sky pick and choose if you want him girl could you share cause thats the deal now if you dare you might also like trickling coins making the noise follow it blind follow the signs why would you want someone so vain stealing your soul making it rain trickling coins trickling coins making the noise making the noise follow it blind follow it blind follow the signs follow the signs why would you want why would you want someone so vain someone so vain stealing your soul stealing your soul making it rain  making it rain  trickling coins trickling coins making the noise follow it blind follow the signs,8
strobe light,0,0.14,0.19,0.3,0.11,0.27,Fear,Little Dragon,Season High,lost where you been glow dripped down your skin dizzy spinning glow dripped down your skin  whats it like from those heights angel stay in and just a taste taste it the soul reborn again gain  strobe light ultraviolet blue eyes are deep ultraviolet hue  staring shes staring through a crowded room coming closer youre sweating repairs a piece of you  youre smiling teeth glowing the angels staying in have a taste ah taste it the soul reborn again gain you might also like glowing in the park pearly whites in the dark throw a witch into the fire color fire we back glowing in the dark pearly whites in the park throw a witch into the fire color fire we burn  strobe light ultraviolet blue eyes are deep ultraviolet hue  morning sun dont interrupt letting us play the beat in between space and time its invisibility  strobe light ultraviolet blue dancing eyes are deep ultraviolet hue ultraviolet blue dancing eyes are deep dancing eyes are deep,9
klapp klapp,0,0.05,0.08,0.27,0.38,0.22,Fear,Little Dragon,Nabuma Rubberband,corridor lies with the river run watery eyes i stand waitin for my turn determined to rise the spirits blew around like a hurricane whip the girls who melt like my ice cream drip  somebody from his head said you can turn off and feel better when everythings clear like cold weather go feel better feel better somebody from my heart said i could turn off and never wake up when everythings clear my breath made like steam fade feel better  fallin apart apart apart apart apart  finally they called my name the ghost inside come wake us to life making my chair do flips giving into this we’ll be safe every time fallin through the floor on my broken butterfly wing gimme me one more the girl from the corridor sing she sing you might also like i hear you want it don’t you i know you want it don’t you don’t you i see you want it dont you i know you want it dont you dont you fallin apart apart apart apart apart fallin apart apart apart apart apart  somebody from his head said you can turn off and feel better when everythings clear like cold weather go feel better feel better somebody from my heart said i could turn off and never wake up when everythings clear my breath made like steam fade feel better  do you want it do you want it do you want it do you want it do you do you  she says do you do you do you want it do you want it do you want it do you want it do you do you  she says do you do you  fallin apart apart apart apart apart fallin apart apart apart apart apart,10
turn left,0.01,0.11,0.05,0.11,0.53,0.21,Fear,Little Dragon,Little Dragon,once i thought i knew where i came from now fogging up a blur i cant recall how many times have i been here before could this be my birth town now as i am searching for a soul crossing country looking for a real job nothing seems to suit me no guess ill keep doing what i did before  walking down the stairs anonymous detached on the corner i turn i turn i turn left  looking out at the waves i could stand here for ten more days crushing stones with my toes that woman looking at me could she be my relative oh would she be my best friend oh wonder if shes seen me here before could she be my relative oh you might also like walking down the stairs anonymous detached on the corner i turn i turn i turn left,11
leave my body,0.01,0.02,0.06,0.33,0.27,0.31,Sad,Florence + the Machine,Ceremonials,im gonna be released from behind these lines and i dont care whether i live or die and im losing blood im gonna leave my bones and i dont want your heart it leaves me cold  i dont want your future i dont need your past one grand moment is all i ask  im gonna leave my body moving up to higher ground im gonna lose my mind your history keeps pulling me down said im gonna leave my body moving up to higher ground im gonna lose my mind your history keeps pulling me pulling me down i dont need a husband dont need no wife and i dont need the day i dont need the night and i dont need the birds let them fly away and i dont want the clouds they never seem to stay  i dont want no future want no future i dont need no past need no past one grand moment one grand moment is all i ask is all i ask i dont want your future want your future i dont need your past need your past one grand moment one grand moment is all i ask and i im gonna leave my body moving up to higher ground im gonna lose my mind your history keeps pulling me down said im gonna leave my body moving up to higher ground im gonna lose my lose my mind your history keeps pulling me pulling me down pulling me down and its pulling me down pulling me down oh and its pulling me down pulling me down and its pulling me pulling me down pulling me pulling me down  im gonna leave my body moving up to higher ground im gonna lose my mind your history keeps pulling me down said im gonna leave my body moving up to higher ground im gonna lose my mind your history keeps pulling me pulling me down yes im gonna leave my body moving up to higher ground im gonna lose my mind your history keeps pulling me down  moving up to higher ground  your history keeps pulling me pulling me down,1
dream girl evil,0.01,0.06,0.03,0.31,0.46,0.14,Sad,Florence + the Machine,Dance Fever,well did you miss me walk on water just to kiss me oh come and get me drag me out destroy me ive been expecting you im ready deliver me that bad news baby  am i your dream girl you think of me in bed but you could never hold me you like me better in your head make me evil then im an angel instead at least youll sanctify me when im dead  dream girl evil dream girl еvil dream girl evil dream girl еvil  well did i disappoint you did mommy make you sad do i just remind you of every girl that made you mad make me perfect make me your fantasy you know i deserve it well take it out on me  am i your dream girl you think of me in bed but you could never hold me you like me better in your head make me evil then im an angel instead at least youll sanctify me when im dead  dream girl evil dream girl evil dream girl evil dream girl evil  watch me shimmer shimmer a projection of your mother mother but dont come cryin cry i am nobodys moral center center it cannot hold it cannot hold it cannot hold it cannot hold it cannot hold it cannot hold it cannot hold it cannot hold it cannot hold dream girl it cannot hold evil it cannot hold dream girl it cannot hold evil it cannot hold dream girl it cannot hold evil it cannot hold dream girl it cannot hold evil,2
hurricane drunk,0,0.1,0.1,0.32,0.29,0.19,Sad,Florence + the Machine,Lungs,no walls can keep me protected no sleep nothing in between me and the rain and you cant save me now im in the grip of a hurricane im gonna blow myself away  im goin out im gonna drink myself to death and in the crowd i see you with someone else i brace myself cause i know its gonna hurt but i like to think at least things cant get any worse  no home i dont want shelter no calm nothing to keep me from the storm and you cant hold me down cause i belong to the hurricane its gonna blow this all away  im goin out im gonna drink myself to death and in the crowd i see you with someone else i brace myself cause i know its gonna hurt but i like to think at least things cant get any worse  i hope that you see me cause im staring at you but when you look over you look right through and then you lean and kiss her on the head and i never felt so alive and so dead  im goin out im gonna drink myself to death and in the crowd i see you with someone else i brace myself cause i know its goin to hurt im goin out im goin out im gonna drink myself to death and in the crowd i see you with someone else i brace myself cause i know its goin to hurt but i like to think at least things cant get any worse  im goin out woah im goin out woah im goin out im goin out woah and im goin out,3
lover to lover,0,0.2,0.07,0.23,0.3,0.2,Sad,Florence + the Machine,Ceremonials,ive been losing sleep ive been keeping myself awake ive been wandering the streets for days and days and days  going from road to road bed to bed lover to lover and black to red but i believe i believe  theres no salvation for me now no space among the clouds and i feel im heading down thats alright thats alright thats alright thats alright  and ive been taking chances ive been setting myself up for the fall ive been keeping secrets from my heart and from my soul  going from road to road bed to bed lover to lover and black to red but i believe i believe  theres no salvation for me now no space among the clouds and i feel im heading down but thats alright thats alright thats alright thats alright  road to road bed to bed and lover to lover and black to red and road to road bed to bed and lover to lover  no space among the clouds and i feel im heading down thats alright thats alright thats alright thats alright thats alright thats alright  yeah road to road bed to bed and lover to lover and black to red and road to road bed to bed lover to lover to lover to lover to lover to lover to lover to lover to lover to lover to lover to lover woo hoo no salvation for me now no salvation for me now no salvation for me now no salvation for me now oh oh oh oh oh oh oh oh oh oh,5
never let me go,0,0.15,0.05,0.2,0.27,0.34,Sad,Florence + the Machine,Ceremonials,looking up from underneath fractured moonlight on the sea reflections still look the same to me as before i went under and its peaceful in the deep cathedral where you cannot breathe no need to pray no need to speak now i am under all  and its breaking over me a thousand miles down to the sea bed found the place to rest my head never let me go never let me go never let me go never let me go  and the arms of the ocean are carrying me and all this devotion was rushing out of me and the crashes are heaven for a sinner like me but the arms of the ocean delivered me  though the pressures hard to take its the only way i can escape it seems a heavy choice to make and now i am under oh  and its breaking over me a thousand miles down to the seabed found the place to rest my head never let me go never let me go never let me go never let me go  and the arms of the ocean are carrying me and all this devotion was rushing out of me and the crashes are heaven for a sinner like me but the arms of the ocean delivered me  and its over and im going under but im not giving up im just giving in im slipping underneath so so cold and so sweet and the arms of the ocean so sweet and so cold and all this devotion i never knew at all and the crashes are heaven for a sinner released and the arms of the ocean delivered me  never let me go never let me go never let me go never let me go delivered me never let me go never let me go never let me go never let me go never let me go never let me go delivered me never let me go never let me go never let me go never let me go delivered me never let me go never let me go and its over and im going under but im not giving up im just giving in im slipping underneath so cold and so sweet,6
breaking down,0,0.07,0.04,0.21,0.5,0.18,Sad,Florence + the Machine,Ceremonials,all alone it was always there you see and even on my own it was always standing next to me  i can see it coming from the edge of the room creeping in the streetlight holding my hand in the pale gloom can you see it coming now oh i think im breaking down again oh i think im breaking down  all alone even when i was a child ive always known there was something to be frightened of  i can see you coming from the edge of the room creeping in the streetlight holding my hand in the pale gloom can you see it coming now  oh i think im breaking down again oh i think im breaking down  all alone on the edge of sleep my old familiar friend comes and lies down next to me  and i can see you coming from the edge of the room smiling in the streetlight even with my eyes shut tight i still see him coming now  oh i think im breaking down again oh i think im breaking down again oh i think im breaking down again oh i think im breaking down,7
"no light, no light",0.01,0.19,0.2,0.24,0.24,0.13,Sad,Florence + the Machine,Ceremonials,you are the hole in my head you are the space in my bed you are the silence in between what i thought and what i said you are the nighttime fear you are the morning when its clear when its over youre the start youre my head and youre my heart  no light no light in your bright blue eyes i never knew daylight could be so violent a revelation in the light of day you cant choose what stays and what fades away and id do anything to make you stay no light no light no light tell me what you want me to say  through the crowd i was crying out and in your place there were a thousand other faces i was disappearing in plain sight heaven help me i need to make it right  you want a revelation you want to get right but its a conversation i just cant have tonight you want a revelation some kind of resolution you want a revelation  no light no light in your bright blue eyes i never knew daylight could be so violent a revelation in the light of day you cant choose what stays and what fades away and id do anything to make you stay no light no light no light tell me what you want me to say  would you leave me if i told you what ive done and would you leave me if i told you what ive become cause its so easy to say it to a crowd but its so hard my love to say it to you out loud  no light no light in your bright blue eyes i never knew daylight could be so violent a revelation in the light of day you cant choose what stays and what fades away and id do anything to make you stay oh oh no light no light  no light tell me what you want me to say  you want a revelation you want to get right but its a conversation i just cant have tonight you want a revelation some kind of resolution you want a revelation you want a revelation you want to get right but its a conversation i just cant have tonight you want a revelation some kind of resolution tell me what you want me to say,8
"how big, how blue, how beautiful",0,0.21,0.09,0.3,0.17,0.23,Sad,Florence + the Machine,"How Big, How Blue, How Beautiful",between a crucifix and the hollywood sign we decided to get hurt now theres a few things we have to burn set our hearts ablaze and every city was a gift and every skyline was like a kiss upon the lips and i was making you a wish in every skyline  how big how blue how beautiful how big how blue how beautiful  and meanwhile a man was falling from space and every day i wore your face like an atmosphere around me a satellite beside me and meanwhile a man was falling from space as he hit the earth i left this place let the atmosphere surround me a satellite beside me  what are we gonna do weve opened the door now its all coming through tell me you see it too weve opened our eyes and its changing the view oh what are we gonna do weve opened the door now its all coming through  how big how blue how beautiful how big how blue how beautiful and every city was a gift and every skyline was like a kiss upon the lips and i was making you a wish in every skyline and meanwhile a man was falling from space and every day i wore your face like an atmosphere around me im happy youre beside me  what are we gonna do weve opened the door now its all coming through tell me you see it too weve opened our eyes and its changing the view oh what are we gonna do weve opened the door now its all coming through  how big how blue how beautiful how big how blue how beautiful how big how blue how...  so much time on the other side waiting for you to wake up so much time on the other side waiting for you to wake up maybe ill see you in another life if this one wasnt enough so much time on the other side  how big how blue how beautiful how big how blue how...,9
girls against god,0,0.07,0.2,0.24,0.31,0.18,Sad,Florence + the Machine,Dance Fever,what a thing to admit that when someone looks at me with real love i dont like it very much kinda makes me feel like im bein crushed is this something that you would like to discuss and its good to be alive crying into cereal at midnight if they ever let me out im gonna really let it out i listen to music from 2006 and feel kind of sick but oh god youre gonna get it youll be sorry that you messed with this  remember being in that basement with tom vek everyone treated us like little pets oh tell me its not over yet and in my darkest fantasies i am the picture of passivity waitin for you side of stage suppressing all my private rage but as my sister said id probably last six days  oh its good to be alive crying into cereal at midnight and if they ever let me out im gonna really let it out when i decided to wage holy war it looked very much like staring at my bedroom floor but oh god youre gonna get it youll be sorry that you messed with me and i know i may not look like much just another screaming speck of dust but oh god youre gonna get it youll be sorry that you messed with us oh god youre gonna get it  but its good to be alive crying into cereal at midnight but oh god youre gonna get it youll be sorry that you messed with us  oh god youre gonna get it youll be sorry that you messed with us oh god youre gonna get it oh god youre gonna get it youll be sorry that you messed with me  i met the devil you know he gave me a choice a golden heart or a golden voice,10
south london forever,0.02,0.11,0.18,0.21,0.18,0.32,Sad,Florence + the Machine,High as Hope,when i go home alone i drive past the place where i was born and the places that i used to drink young and drunk and stumbling in the street outside the joiners arms like foals unsteady on their feet with the art students and the boys in bands high on e and holding hands with someone that i just met  i thought it doesnt get better than this there can be nothing better than this better than this  and we climbed onto the roof of the museum and someone made love in the grass and i forgot my name and the way back to my mothers house with your blackpool eyes and your bitten lips the world is at your fingertips  it doesnt get better than this what else could be better than this oh do you know what i have seen i have seen the fields aflame and everything i ever did was just another way to scream your name  over and over and over and over again over and over and over and over again  and were just children wanting children of our own i want a space to watch things grow but did i dream too big do i have to let it go and what if one day there is no such thing as snow oh god what do i know and i dont know anything except that green is so green and theres a special kind of sadness that seems to come with spring  oh do you know what i have seen i have seen the fields aflame but everything i ever did was just another way to scream your name  over and over and over and over again over and over and over and over again  oh do you know what i have seen i have seen the fields aflame but everything i ever did was just another way to scream your name,12
hold on,0,0.27,0.07,0.33,0.2,0.13,Angry,Little Dragon,"New Me, Same Us",hold on where you gone where you going hold on where you gone where you going baby stay time has changed us so in every way beyond our dreams and more the stars are not aligned lets say farewell another million times so hold on sun reflects every side of you and better yet parts you never knew lets break a million times reflections in the light  hold on where you gone where you going hold on where you gone where you going in a life we live many lives go astray oh so many times farewell in the millions broken hearts into billions always real no regrets though the pain will heal please accept why were standing still i wish you happiness joy good fortune boy hold on before you go one thing that you should know i never meant to hurt you so i wish you happiness joy good fortune boy you might also like hold on hold on hold on hold on,1
disco dangerous,0,0.44,0,0.22,0.11,0.22,Angry,Little Dragon,Slugs of Love,trees blooming warm winds hot summer exchanging glances romancing dont make me slip not now not this summer junkie junkie for the rush sweep me off the floor wrap me in gold paper i just cant fake it see my eyes well up see the skies swell up light up this um ah because i never want to fall in love never i never want to fall in love never never want to fall in love you might also likela la la la la i never la la la la la no never la la la la la never ever la la la la la never ever la la la la la never ever la la la la la never la la la sing it girl dont rush baby your light touch never too much sweet taste cause i drive a hundred miles per hour going crazy and im not sure how all i know is that i need you now,2
slugs of love,0,0.55,0.04,0.28,0,0.13,Angry,Little Dragon,Slugs of Love,slugs of love in search of freedom life tasting these true believers  endless ecstasy feel it all endless cravin sluggish ball oh woah woah were dancing on the wall so hot hot were looking for truth oh woah woah were dancing on the moon so hot hot were looking for were looking for  sleep talker sleepwalkin taste making little slug having a feast at the table like hmm  slug of lust a gliding dreamer yearning twisted true deceiver  endless ecstasy i feel it all endless craving a sluggish ball you might also like  oh woah woah wеre dancing on the wall so hot hot werе looking for truth oh woah woah mm ah were dancing on the moon so hot hot slugs of love life tastin endless ecstasy cravin sluggish and lazy have a feast at the table mm oh woah slugs of love slugs of love oh woah slugs of love slugs of love oh woah slugs of love slugs of love slugs of love slugs of love  oh you feel it forever slugs of love you tastin a fever slugs of love oh youre cravin slugs of love deceives slugs of love slugs of love breathin slugs of love im sleep talkin sleepwalkin slugs of love have a feast at the table slugs of love slimy dreamer slugs of love thinker think forever slugs of love im cravin hm slugs of love slugs of love slugs of love slugs of love  oh woah oh woah oh woah oh woah,3
cat rider,0,0.16,0.05,0.19,0.22,0.38,Angry,Little Dragon,Nabuma Rubberband,two months ago now since she came around this house her answering machines full he thinks listening could give her doubts but when this girls made up her mind shes made up her mind made up her mind looking out to the horizon no turnin back no wastin time  smooth cat rider stop bragging cause she broke your facade dont we all want to be stars and all stop playing with the one that you love smooth cat rider stop bragging cause its gone to your head so smooth but she was smart instead stop playing with the one that you love  a fountain in the hall big old portraits of himself on the wall a diamond sculpture face this peacock is flying all over the place the tigers extra claws no shes not impressed your laughs and stupid jokes the only thing she missed now you cant stop looking back leaving messages you might also like smooth cat rider stop bragging cause she broke your facade dont we all want to be stars and all stop playing with the one that you love smooth cat rider stop playing cause its gone to your head so smooth wish you were smart instead stop playing with the one that you love  empty bottles where to go next knowing what you truly missed its too late cant rewind it cant get out your king size bed now youre left with names to forget trying to heal from the pain if only you could rewind it would not have acted the same  smooth cat rider she broke your facade smooth cat rider mmhmm,4
