artist,title,lyrics,cleaned_lyrics
Gorillaz,Reflection (Interlude),1 ContributorThis song is an instrumentalEmbed,contributorthis song is an instrumental
Gorillaz,Whirlwind,3 ContributorsThis song is an instrumentalEmbed,contributorsthis song is an instrumental
Gorillaz,Machine Bitez #14,"3 ContributorsMachine Bitez #14 Lyrics[Murdoc]
Talking about Elton, he came on his private jet.

[2D]
Did he?

[Murdoc]
Yeah, I- I believe you spoke to him, didn't you?

[2D]
Yeah, I spent several hours with him actually. We shared a sandwich.

[Murdoc]
Noodle, where were you during that whole thing?

[Noodle]
Well, I was making sure Elton was well watered because great minds need moisture.

[TAPE SCRATCHES]

[2D]
Y'know you're saying ''six-black'', it's pronounced 'black'.

[Murdoc]
I know, I know, I KNOW!
[2D]
You even said that to his face when we met him.

[Murdoc]
I know, I was just having a joke.

[2D]
It went for days.

[Murdoc]
Yeah, I do tend to milk it.

[TAPE SCRATCHES]

[Murdoc]
What a dude to have on board though. Something about him, I can't put my finger on it.

[Russel]
I think he'd prefer it that way.

[2D]
You mustn't put your finger on it. That was in his contract

[Russel]
Don't put the finger on the 6LACK.Embed",talking about elton he came on his private jet.  did he yeah i  i believe you spoke to him didnt you yeah i spent several hours with him actually. we shared a sandwich.  noodle where were you during that whole thing well i was making sure elton was well watered because great minds need moisture.  yknow youre saying six black its pronounced black.  i know i know i know!  you even said that to his face when we met him.  i know i was just having a joke.  it went for days.  yeah i do tend to milk it.  what a dude to have on board though. something about him i cant put my finger on it.  i think hed prefer it that way.  you mustnt put your finger on it. that was in his contract  dont put the finger on the 6lack.
Gorillaz,Clint Eastwood (Live at O2 Arena),"2 ContributorsClint Eastwood (Live at O2 Arena) Lyrics[Chorus: 2D]
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless, but not for long
The future is coming on
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless, but not for long
The future is coming on
It's coming on, it's coming on
It's coming on, it's coming on

[Verse 1: Kano]
Method to the Madness, attitude maverick
16's malice, inflict Damage
KA's land is, who the hell is Alice?
Goodies and baddies, city's too savage
Married to the game one calls for a family
And when we get together it's like Hussain... No
Vodka and cranberry, rave in a Mandy
House and garage, kid and candy
Prince in the Palace, siblings and families
Jack moves and O2, put your hands up
Foul-mouthed rappers, no fucking manners
Cockney rhyme and slanger's, sweet
Anti celebrity, anti-Britney
Anti anything, anti-us
Yo, yo, yo
It's Gorillaz on the beat
And Kano and Bashy are the illest on the street
You might also like[Chorus: 2D]
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless, but not for long
The future is coming on
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless, but not for long
The future is coming on
It's coming on, it's coming on
It's coming on, it's coming on

[Verse 2: MF DOOM & Bashy]
The flow is toe in, precision as an afro trim
All big letters but isn't no acronym
Smack the thin grin off a chin for crack smoking
DDT the first bar, leave the track back broken
Chrome grown men doing business with Anglo-Sax and them
Lacking swing so that banjo's so relaxing
As the wax spin, hacking axes in the wind
Pretend it's just a pen, see if we can pencil 'em in
Tense, mention men of honour fenced in
Census is tens, the wheels fall off then it's the end
Don't get keelhauled in
Villain always been, feel real genuine ballskin
Not queuing at the bar
Catch me at the table
Treacle walks past
Sweeter than maple
Piercing in her navel
Left school long time ago but got class, everything's tasteful
[Chorus: 2D]
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless, but not for long
The future is coming on
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless, but not for long
My future is coming on
It's coming on, it's coming on
It's coming on, it's coming on

[Outro: 2D]
My future is coming on
It's coming on, it's coming on
It's coming on, it's coming on
My future is coming on
It's coming on, it's coming on
It's coming on, it's coming on
My future is coming on
It's coming on, it's coming on
My future is coming on
It's coming on, it's coming on
My future is coming on
It's coming on, it's coming on
My futureEmbed",i aint happy im feeling glad i got sunshine in a bag im useless but not for long the future is coming on i aint happy im feeling glad i got sunshine in a bag im useless but not for long the future is coming on its coming on its coming on its coming on its coming on  method to the madness attitude maverick 16s malice inflict damage kas land is who the hell is alice goodies and baddies citys too savage married to the game one calls for a family and when we get together its like hussain no vodka and cranberry rave in a mandy house and garage kid and candy prince in the palace siblings and families jack moves and o2 put your hands up foul mouthed rappers no fucking manners cockney rhyme and slangers sweet anti celebrity anti britney anti anything anti us yo yo yo its gorillaz on the beat and kano and bashy are the illest on the street you might also like i aint happy im feeling glad i got sunshine in a bag im useless but not for long the future is coming on i aint happy im feeling glad i got sunshine in a bag im useless but not for long the future is coming on its coming on its coming on its coming on its coming on  the flow is toe in precision as an afro trim all big letters but isnt no acronym smack the thin grin off a chin for crack smoking ddt the first bar leave the track back broken chrome grown men doing business with anglo sax and them lacking swing so that banjos so relaxing as the wax spin hacking axes in the wind pretend its just a pen see if we can pencil em in tense mention men of honour fenced in census is tens the wheels fall off then its the end dont get keelhauled in villain always been feel real genuine ballskin not queuing at the bar catch me at the table treacle walks past sweeter than maple piercing in her navel left school long time ago but got class everythings tasteful  i aint happy im feeling glad i got sunshine in a bag im useless but not for long the future is coming on i aint happy im feeling glad i got sunshine in a bag im useless but not for long my future is coming on its coming on its coming on its coming on its coming on  my future is coming on its coming on its coming on its coming on its coming on my future is coming on its coming on its coming on its coming on its coming on my future is coming on its coming on its coming on my future is coming on its coming on its coming on my future is coming on its coming on its coming on my future
Gorillaz,Phoenix on the Hill (English Translation),"4 ContributorsPhoenix on the Hill (English Translation) LyricsHill of pleasure
Hill of love
I want just you today

Hill of pleasure
Of love
I want just you today
Please
Answer me
I want just you today

Hill of pleasure
Of pleasure
I want just you today

Hill of pleasure
Hill of love
I want just you today

Hill of pleasure
Answer me
I want just you today

Hill of pleasure
Of love
I want just you today
You might also likeHill of pleasure
Hill of love
I want just you today

Hill of pleasure
Of love
Hill of pleasure
Of love
I...
I...

Hill of pleasure
Of love
I want just you today

Hill of pleasure
Hill of love
I want just you today

Hill of pleasure
Of love
Hill of pleasure
Of love
I...
I...
I...Embed",hill of love i want just you today hill of pleasure of love i want just you today please answer me i want just you today hill of pleasure of pleasure i want just you today hill of pleasure hill of love i want just you today hill of pleasure answer me i want just you today hill of pleasure of love i want just you today you might also likehill of pleasure hill of love i want just you today hill of pleasure of love hill of pleasure of love i i hill of pleasure of love i want just you today hill of pleasure hill of love i want just you today hill of pleasure of love hill of pleasure of love i i i
Gorillaz,The Valley of the Pagans (Carpenter Brut Remix),"2 ContributorsThe Valley of the Pagans (Carpenter Brut Remix) Lyrics[Verse 1: Beck]
Welcome to the land of the permanent sun
Where the flowers are melted and the future is fun
The freeway lizards are all feelin' so good
From a one-way trip back to West Hollywood, let's go

[Chorus: 2D & Beck]
Feels so good to have a perfect song
I feel so good to be in total control
I feel so good to have a perfect song
I feel so good to be in total control

[Verse 2: 2D]
There were spotlights flying, through the sky
From a winter wonderland, catching out
The beasts hiding in the clouds, no future, bad man
Nothing for Christmas, not very likely
One hundred million Viagra tablets
Stored in a warehouse... in a valley (laughs)

[Chorus: 2D & Beck]
Feels so good to have a perfect song (uh-huh)
I feel so good to be in total control (uh-huh)
Feels so good to have a perfect song (uh-huh)
I feel so good to be in total control (uh-huh)
You might also like[Bridge: Beck]
It's so convincing, but something's missing
The sun is kissing my face and erasing my doubts
I'm going out with a bang, and the fangs of a parasite
Are feeling alright
Alright all night alright alright alright

[Bridge: 2D]
Say sweet dreams, etc. & forever
I hope, said no one

[Verse 3: Beck]
She's a plastic Cleopatra on a throne of ice
She's a haemophiliac
With a dying battery life
Candy-colored fingers and schadenfreude eyes
Thinkin' airbrushed thoughts with a logo on her mind
It's so delightful, it's so insightful
It's so frightful, and I'm feeling it
Every single fucking day (yay yay yay yay yay)
It's time to party
It's time to party (whoo!)

[Outro: 2D & Beck]
In the valley where you wake up every beautiful day
And the world you created in your image is golden
Valley made of mirrors
Oh the night is so bright
You can feel like a pagan
You can feel like a pagan
In the valley (valley)
In the valley (valley)
In the valley (valley)
In the valley (valley)

Feel like a pagan now
Feel like a pagan

In the valley (valley)
In the valley (valley)

Feel like a paganEmbed",welcome to the land of the permanent sun where the flowers are melted and the future is fun the freeway lizards are all feelin so good from a one way trip back to west hollywood lets go  feels so good to have a perfect song i feel so good to be in total control i feel so good to have a perfect song i feel so good to be in total control  there were spotlights flying through the sky from a winter wonderland catching out the beasts hiding in the clouds no future bad man nothing for christmas not very likely one hundred million viagra tablets stored in a warehouse in a valley laughs feels so good to have a perfect song uh huh i feel so good to be in total control uh huh feels so good to have a perfect song uh huh i feel so good to be in total control uh huh you might also like its so convincing but somethings missing the sun is kissing my face and erasing my doubts im going out with a bang and the fangs of a parasite are feeling alright alright all night alright alright alright  say sweet dreams etc. & forever i hope said no one  shes a plastic cleopatra on a throne of ice shes a haemophiliac with a dying battery life candy colored fingers and schadenfreude eyes thinkin airbrushed thoughts with a logo on her mind its so delightful its so insightful its so frightful and im feeling it every single fucking day yay yay yay yay yay its time to party its time to party whoo! in the valley where you wake up every beautiful day and the world you created in your image is golden valley made of mirrors oh the night is so bright you can feel like a pagan you can feel like a pagan in the valley valley in the valley valley in the valley valley in the valley valley  feel like a pagan now feel like a pagan in the valley valley in the valley valley  feel like a pagan
Gorillaz,Charger (Charose edition),"2 ContributorsCharger (Charose edition) Lyrics[Intro: Grace Jones]
I am the ghost
Hahahahaaaaa
Provocative
That's what I want

[Chorus: 2-D]
A cha-charla
Everything is supposed to get in
I just don't know where I'm a-getting it from
A cha-charose
What is the cause of it?
And well in that case, how do you know it's your own?
A cha-charla
What do you say now?
Thought you could use it when the flowers have grown
A cha-charose
What did you do in it?
I bet you're racing I'm left in a stew, chikuchi

[Post-Chorus: 2-D and Grace Jones]
A cha-charla
A cha-charose
A cha-charla
A cha-charose
[Interlude: Grace Jones]
Okay
Yeah, okay
Hahaaaaaaaa

[Chorus: 2-D]
A cha-charla
Everything is supposed to get in
I just don't know where I'm a-getting it from
A cha-charose
What is the cause of it?
And well in that case, how do you know it's your own?
A cha-charla
What do you say now?
Thought you could use it once the flowers have grown
A cha-charose
What did you do in it?
I bet you're racing it, I'm left in a stew, chikuchi

[Post Chorus: 2-D and Grace Jones]
A cha-charla
A cha-charose
A cha-charla
A cha-charose

[Bridge: Grace Jones]
I am the ghost
I am the sword
I am the ghost
[Chorus: 2-D and Grace Jones]
I'm gonna take you for a ride
(A cha-charla)
Everything is supposed to get in
I just don't know where I'm a-getting it from
I'm gonna take you for a ride
(A cha-charose)
What is the cause of it?
And well in that case, how do you call it your owm?
I'm gonna take you for a ride
(A cha-charla)
What do you say now?
Thought you could teach us as the flowers have grown
I'm gonna take you for a ride
(A cha-charose)
What did you do in it?
I bet you're racing it, I'm left in a stew, chikuchi

[Outro: 2-D and Grace Jones]
I'm gonna take you for a ride
(A cha-charla)
No antennas
(A cha-charose)
I'm gonna take you for a ride
(A cha-charla)
I'm inside you
No antennas
(A cha-charose)
I'm in charla
(A cha-charose)
No antennasEmbed",i am the ghost hahahahaaaaa provocative thats what i want  a cha charla everything is supposed to get in i just dont know where im a getting it from a cha charose what is the cause of it and well in that case how do you know its your own a cha charla what do you say now thought you could use it when the flowers have grown a cha charose what did you do in it i bet youre racing im left in a stew chikuchi  a cha charla a cha charose a cha charla a cha charose  okay yeah okay hahaaaaaaaa  a cha charla everything is supposed to get in i just dont know where im a getting it from a cha charose what is the cause of it and well in that case how do you know its your own a cha charla what do you say now thought you could use it once the flowers have grown a cha charose what did you do in it i bet youre racing it im left in a stew chikuchi  a cha charla a cha charose a cha charla a cha charose  i am the ghost i am the sword i am the ghost  im gonna take you for a ride a cha charla everything is supposed to get in i just dont know where im a getting it from im gonna take you for a ride a cha charose what is the cause of it and well in that case how do you call it your owm im gonna take you for a ride a cha charla what do you say now thought you could teach us as the flowers have grown im gonna take you for a ride a cha charose what did you do in it i bet youre racing it im left in a stew chikuchi  im gonna take you for a ride a cha charla no antennas a cha charose im gonna take you for a ride a cha charla im inside you no antennas a cha charose im in charla a cha charose no antennas
Gorillaz,Machine Bitez #16,"4 ContributorsMachine Bitez #16 Lyrics[Murdoc]
Ahhhh... The Pink Phantom, don't even talk to me about that. Hang on, I gotta get that mother

[Russel]
But how you gotta chop him down when he an ethereal being?

[Murdoc]
I–I got a butterfly net

[TAPE SCRATCHES]

[Murdoc]
Think the phantom was in the trunk?

[Noodle]
She was moving around in the boot so much we had to turn up the music, remember?

[Russel]
It was a heavy vibe

[Murdoc]
Under-badness, great under-badness

[Murdoc]
Spooky, wa-what, uh?
[Russel]
I spook easy – not to be confused with ""speakeasy""

[2D]
I went to one once, by accident. I got very confused and they kеpt on speaking to me and I wouldn't realizе it was all a game and then they called the police. It was a ""speak-difficult""Embed",ahhhh the pink phantom dont even talk to me about that. hang on i gotta get that mother  but how you gotta chop him down when he an ethereal being i–i got a butterfly net  think the phantom was in the trunk she was moving around in the boot so much we had to turn up the music remember it was a heavy vibe  under badness great under badness  spooky wa what uh  i spook easy – not to be confused with speakeasy  i went to one once by accident. i got very confused and they kеpt on speaking to me and i wouldnt realizе it was all a game and then they called the police. it was a speak difficult
Gorillaz,Feel Good Inc. (Buzter Remix),"1 ContributorFeel Good Inc. (Buzter Remix) Lyrics[Chorus: 2-D]
Windmill, windmill for the land
Turn forever hand in hand
Take it all in on your stride
It is ticking, falling down
Love forever, love has freely
Turned forever you and me
Windmill, windmill for the land
Is everybody in?

[Post-Chorus: Trugoy the Dove]
Feel good
Feel good
Feel good
Feel good

[Verse: 2-D]
City's breaking down on a camel’s back
They just have to go, 'cause they don't know wack (Feel good)
So while you fill the streets, it’s appealing to see
You won't get undercounted 'cause you're damned and free (Feel good)
You got a new horizon, it's ephemeral style
A melancholy town where we never smile (Feel good)
And all I wanna hear is the message beep
My dreams, they got her kissing, 'cause I don't get sleep, no
(Feel good)
You might also like[Chorus: 2-D]
Windmill, windmill for the land
Turn forever hand in hand
Take it all in on your stride
It is ticking, falling down
Love forever, love has freely
Turned forever you and me
Windmill, windmill for the land
Is everybody in?

[Post-Chorus: Trugoy the Dove]
Windmill, windmill for the land
Feel good, good, good, good
Feel good, good, good, good

[Verse: 2-D]
City's breaking down on a camel’s back
They just have to go, ’cause they don't know wack (Feel good)
So while you fill the streets, it’s appealing to see
You won't get undercounted 'cause you're damned and free (Feel good)
You got a new horizon, it’s ephemeral style
A melancholy town where we never smile (Feel good)
And all I wanna hear is the message beep
My dreams, they got her kissing, 'cause I don't get sleep, no
(Feel good)
[Outro: Trugoy the Dove]
Feel good
Feel good
Feel good
Feel goodEmbed",windmill windmill for the land turn forever hand in hand take it all in on your stride it is ticking falling down love forever love has freely turned forever you and me windmill windmill for the land is everybody in feel good feel good feel good feel good  citys breaking down on a camel’s back they just have to go cause they dont know wack feel good so while you fill the streets it’s appealing to see you wont get undercounted cause youre damned and free feel good you got a new horizon its ephemeral style a melancholy town where we never smile feel good and all i wanna hear is the message beep my dreams they got her kissing cause i dont get sleep no feel good you might also like windmill windmill for the land turn forever hand in hand take it all in on your stride it is ticking falling down love forever love has freely turned forever you and me windmill windmill for the land is everybody in windmill windmill for the land feel good good good good feel good good good good  citys breaking down on a camel’s back they just have to go ’cause they dont know wack feel good so while you fill the streets it’s appealing to see you wont get undercounted cause youre damned and free feel good you got a new horizon it’s ephemeral style a melancholy town where we never smile feel good and all i wanna hear is the message beep my dreams they got her kissing cause i dont get sleep no feel good  feel good feel good feel good feel good
Gorillaz,Subdive Dusk (Interlude),1 ContributorThis song is an instrumentalEmbed,contributorthis song is an instrumental
Gorillaz,Machine Bitez #17,"7 ContributorsMachine Bitez #17 Lyrics[Intro: Murdoc, Noodle, Russel & 2D]
Valley of the Pagan, what's the meaning behind that, y'know?
It means that god is in everything and at the same time nowhere
Omnipresent, omnipresent
That's the best kind of present to have
Ah, oh- yeah (What you want for Christmas?)
Omnipresent (Well, there's no Christmas presents if you're a pagan)
Well, I suppose that's true normally (Dang, you're right. You're right, no)
Yeah, they don't go for that

[TAPE SCRATCHES]

[Outro: 2D, Russel & Murdoc]
I think I might be a bit pagan
I've always thought that (Yeah)
I reckon about, uh, two-thirds pagan
Yeah, and what's the other third
Uh, Croydon1Embed",valley of the pagan whats the meaning behind that yknow it means that god is in everything and at the same time nowhere omnipresent omnipresent thats the best kind of present to have ah oh  yeah what you want for christmas  omnipresent well theres no christmas presents if youre a pagan well i suppose thats true normally dang youre right. youre right no yeah they dont go for that  i think i might be a bit pagan ive always thought that yeah i reckon about uh two thirds pagan yeah and whats the other third uh croydon
Gorillaz,Machine Bitez #13,"3 ContributorsMachine Bitez #13 Lyrics[Murdoc]
Look
Did anyone go through a transformative experience on the moon?
I know I did
I was through a monolith
Oh, yeah! My portal!
And when I got through the portal I thought I wasn't gonna make it

[2D]
Oh, no...

[Murdoc]
And I dived... I dived through and I ended up in Hong Kong Studios
Hmmm...

[2D]
Ye
Maybe look for positivity... in things?

[Murdoc]
Oh no, never

[2D]
-and you'll be taken on a positive path

[Murdoc]
I don't do positive
[Russel]
Sa... sau... sausages in space?

[Murdoc]
Yeah
Some of them went into orbit, y'know
So the Earth looked like Saturn

[Noodle]
Sorry, what are we talking about?
I kind of tuned out

[Russel]
He was cool, but he was kind of weird

[Murdoc, Russel]
Oh, yeah (yeah)
Well, we only work with weird, don't we?
We don't work with 'normal'

[2D]
Oh, they're definitely weird afterwardsEmbed",look did anyone go through a transformative experience on the moon i know i did i was through a monolith oh yeah! my portal! and when i got through the portal i thought i wasnt gonna make it  oh no  and i dived i dived through and i ended up in hong kong studios hmmm  ye maybe look for positivity in things oh no never and youll be taken on a positive path  i dont do positive  sa sau sausages in space yeah some of them went into orbit yknow so the earth looked like saturn  sorry what are we talking about i kind of tuned out  he was cool but he was kind of weird  oh yeah yeah well we only work with weird dont we we dont work with normal  oh theyre definitely weird afterwards
Gorillaz,Intro: A Good Night Out,"2 ContributorsIntro: A Good Night Out Lyrics[Speaking]
You think you know about parties?
You think you know something about parties?
You think you had a good night out?
You don't know what a good night out isYou might also likeEmbed",you think you know about parties you think you know something about parties you think you had a good night out you dont know what a good night out isyou might also like
Gorillaz,LARP (feat. Uriel Bromberg),"1 ContributorLARP (feat. Uriel Bromberg) LyricsSeems so serious to me
Found a place where we can be alone sometimes
And I don't care what's wrong
Cause you don't see when I'm gone
I know, I know we need to wake up

Seems so fucking real to me
And that's a way to turn my dreams into reality
A brand new place of my own, to be unknown
For once be who we want, so just for now

Let's pretend
Like the things I said to you was never said
Like the beast that lives inside us wasn't fed
As if we really mean it this timе, let's pretend
Lеt's play pretend, oh

Live Action Role Playing
Live Action Role Playing
Live Action Role Playing
Role Playing

Seems like you are not what you seem
At least I can see things for what they truly are
Preteding so damn long, I don't know what's real
I hope, I hope I break the code
You might also likeMaybe it's just make believe
Or maybe I'm just crazy, can't you see it's fantasy
Where dreams can't go wrong, is not where I belong
It's too much, too much to take my own safety
I can't pretend

Like the things I said to you was never said
Like the beast that lives inside us wasn't fed
As if we really mean it this time, let's pretend
Let's play pretend, oh

Live Action Role Playing
Live Action Role Playing
Live Action Role Playing
Role Playing

Must be a skitso
I paint more than one of myselves in a picture
Reality hits ya, they all try and to fix ya
But ain't nothin' broke I hope nobody misses ya
It's a difficult life
In a world cold as ice what a beautiful heist
They could took with no fight, nothin' ever suffice
When it come down to the odds, man I blew off advice
Even from angels and gods, straight Jack it to reach
Nurse scatch that I'm weak
Please kick up the dose to the point I can't even breathe
Tryin' to quiet the beast or release numb but fiends
At night in the scene
I sink deep on my knees, to be someone I'm not
For moments it seems
I reach for the pills, like a kid in a candy shop
Yeah, I said that I stop, but I got fear of rejection
I put up my shield for my own protection
Let's pretend
Like the things I said to you was never said
(L-A-R-P)
Like the beast that lives inside us wasn't fed
(L-A-R-P)
As if we really mean it this time, let's pretend
(L-A-R-P)
Let's play pretend, oh
(L-A-R-P)

(L...)
Live Action Role Playing
(A-R...)
Live Action Role Playing
(P... LARPing, LARPing)
Live Action Role Playing
(L-A-R-P)
Role Playing
(LARPing)

Oh, oh-woah
HahahaEmbed",found a place where we can be alone sometimes and i dont care whats wrong cause you dont see when im gone i know i know we need to wake up seems so fucking real to me and thats a way to turn my dreams into reality a brand new place of my own to be unknown for once be who we want so just for now lets pretend like the things i said to you was never said like the beast that lives inside us wasnt fed as if we really mean it this timе lets pretend lеts play pretend oh live action role playing live action role playing live action role playing role playing seems like you are not what you seem at least i can see things for what they truly are preteding so damn long i dont know whats real i hope i hope i break the code you might also likemaybe its just make believe or maybe im just crazy cant you see its fantasy where dreams cant go wrong is not where i belong its too much too much to take my own safety i cant pretend like the things i said to you was never said like the beast that lives inside us wasnt fed as if we really mean it this time lets pretend lets play pretend oh live action role playing live action role playing live action role playing role playing must be a skitso i paint more than one of myselves in a picture reality hits ya they all try and to fix ya but aint nothin broke i hope nobody misses ya its a difficult life in a world cold as ice what a beautiful heist they could took with no fight nothin ever suffice when it come down to the odds man i blew off advice even from angels and gods straight jack it to reach nurse scatch that im weak please kick up the dose to the point i cant even breathe tryin to quiet the beast or release numb but fiends at night in the scene i sink deep on my knees to be someone im not for moments it seems i reach for the pills like a kid in a candy shop yeah i said that i stop but i got fear of rejection i put up my shield for my own protection lets pretend like the things i said to you was never said l a r p like the beast that lives inside us wasnt fed l a r p as if we really mean it this time lets pretend l a r p lets play pretend oh l a r p  l live action role playing a r live action role playing p larping larping live action role playing l a r p role playing larping  oh oh woah hahaha
