Song Name,Closeness Score,Happy Score,Angry Score,Sad Score,Surprise Score,Fear Score,Prioritized Emotion,Artist Name,album,cleaned_lyrics,position
sundown syndrome,0,0.13,0.22,0.37,0.13,0.15,Happy,Tame Impala,,please dont get answers from eyes you know that mine cant lie quite as well as yours just let the spare moment flow rounding steps as i go through the open doors  please dont deflate from a sigh id hold still every time but id start to shake i wander around for days wondering what ill say when they want the truth  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me oh  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me you might also like you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me oh,8
patience,0.04,0.09,0.05,0.23,0.23,0.41,Happy,Tame Impala,,has it really been that long did i count the days wrong did we just go round and round all the way to step one they would ask me all the time every time the shows up so what you doin with your life it aint givin up  just growin up in stages lay down low down livin life in phases another season changes and still my days are shapeless  its always drive straight dont be late cause time waits for no one i should be flying straight with no delay cause time takes from everyone  im just laying here waiting for a change to come take us to the place takin us where we would have gone you might also like they would ask me all the time showin up in ages so what you doin with your life call it givin up  im just growin up in stages lay down low down livin life in phases another season changes and still my ways are aimless i know were growin up in stages and im runnin out of patience growin up  its always drive straight dont be late cause time waits for no one i should be flying straight with no delay cause time takes from everyone,9
patience,0.03,0.09,0.05,0.23,0.23,0.41,Surprise,Tame Impala,,has it really been that long did i count the days wrong did we just go round and round all the way to step one they would ask me all the time every time the shows up so what you doin with your life it aint givin up  just growin up in stages lay down low down livin life in phases another season changes and still my days are shapeless  its always drive straight dont be late cause time waits for no one i should be flying straight with no delay cause time takes from everyone  im just laying here waiting for a change to come take us to the place takin us where we would have gone you might also like they would ask me all the time showin up in ages so what you doin with your life call it givin up  im just growin up in stages lay down low down livin life in phases another season changes and still my ways are aimless i know were growin up in stages and im runnin out of patience growin up  its always drive straight dont be late cause time waits for no one i should be flying straight with no delay cause time takes from everyone,7
sundown syndrome,0.05,0.13,0.22,0.37,0.13,0.15,Surprise,Tame Impala,,please dont get answers from eyes you know that mine cant lie quite as well as yours just let the spare moment flow rounding steps as i go through the open doors  please dont deflate from a sigh id hold still every time but id start to shake i wander around for days wondering what ill say when they want the truth  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me oh  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me you might also like you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me oh,8
forty one mosquitoes flying in formation,0.02,0.05,0.3,0.2,0.2,0.25,Surprise,Tame Impala,,lazy bones and no concern sees forty one mosquitoes flying in formation im alright but my pet cockroach died of starvation sleep till late i wont mind if we do nothing today come and stay bring your friends who needs floor space anyway so do you not want me to come over so do you not want me to come over not much we know so off we go ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh  the other side of the land they like my brain they dont waste time and they dont wait and do what they want as long as i dont have to concentrate broken drums thriving dreams not much else between these walls one more spliff i am already gone but duty calls so do you not want me to come over so do you not want me to come over you might also like not much we know so off we go ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh,10
half full glass of wine,0.02,0.05,0.4,0.15,0.2,0.2,Surprise,Tame Impala,,said you wouldnt be home late tonight i gave up waiting at seventeen past midnight now my only companys a half full glass of wine  leave me no choice but to plot my revenge leave me no choice but to plot my revenge  its been so long since ive held your hand you dont know how hard it can be  thank god that ive been blessed with a patient mind cause what i want to happen wont happen in a very long time now my only companys a half full glass of wine  leave me no choice but to plot my revenge leave me no choice but to plot my revenge leave me no choice but to plot my revenge you might also like its been so long since ive held your hand you dont know how hard it can be you dont know how hard it can be,11
forty one mosquitoes flying in formation,0,0.05,0.3,0.2,0.2,0.25,Fear,Tame Impala,,lazy bones and no concern sees forty one mosquitoes flying in formation im alright but my pet cockroach died of starvation sleep till late i wont mind if we do nothing today come and stay bring your friends who needs floor space anyway so do you not want me to come over so do you not want me to come over not much we know so off we go ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh  the other side of the land they like my brain they dont waste time and they dont wait and do what they want as long as i dont have to concentrate broken drums thriving dreams not much else between these walls one more spliff i am already gone but duty calls so do you not want me to come over so do you not want me to come over you might also like not much we know so off we go ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh,5
patience,0,0.09,0.05,0.23,0.23,0.41,Angry,Tame Impala,,has it really been that long did i count the days wrong did we just go round and round all the way to step one they would ask me all the time every time the shows up so what you doin with your life it aint givin up  just growin up in stages lay down low down livin life in phases another season changes and still my days are shapeless  its always drive straight dont be late cause time waits for no one i should be flying straight with no delay cause time takes from everyone  im just laying here waiting for a change to come take us to the place takin us where we would have gone you might also like they would ask me all the time showin up in ages so what you doin with your life call it givin up  im just growin up in stages lay down low down livin life in phases another season changes and still my ways are aimless i know were growin up in stages and im runnin out of patience growin up  its always drive straight dont be late cause time waits for no one i should be flying straight with no delay cause time takes from everyone,11
sundown syndrome,0.02,0.13,0.22,0.37,0.13,0.15,Sad,Tame Impala,,please dont get answers from eyes you know that mine cant lie quite as well as yours just let the spare moment flow rounding steps as i go through the open doors  please dont deflate from a sigh id hold still every time but id start to shake i wander around for days wondering what ill say when they want the truth  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me oh  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me you might also like you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me oh,8
forty one mosquitoes flying in formation,0.01,0.05,0.3,0.2,0.2,0.25,Sad,Tame Impala,,lazy bones and no concern sees forty one mosquitoes flying in formation im alright but my pet cockroach died of starvation sleep till late i wont mind if we do nothing today come and stay bring your friends who needs floor space anyway so do you not want me to come over so do you not want me to come over not much we know so off we go ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh  the other side of the land they like my brain they dont waste time and they dont wait and do what they want as long as i dont have to concentrate broken drums thriving dreams not much else between these walls one more spliff i am already gone but duty calls so do you not want me to come over so do you not want me to come over you might also like not much we know so off we go ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh ahhh,10
patience,0.01,0.09,0.05,0.23,0.23,0.41,Sad,Tame Impala,,has it really been that long did i count the days wrong did we just go round and round all the way to step one they would ask me all the time every time the shows up so what you doin with your life it aint givin up  just growin up in stages lay down low down livin life in phases another season changes and still my days are shapeless  its always drive straight dont be late cause time waits for no one i should be flying straight with no delay cause time takes from everyone  im just laying here waiting for a change to come take us to the place takin us where we would have gone you might also like they would ask me all the time showin up in ages so what you doin with your life call it givin up  im just growin up in stages lay down low down livin life in phases another season changes and still my ways are aimless i know were growin up in stages and im runnin out of patience growin up  its always drive straight dont be late cause time waits for no one i should be flying straight with no delay cause time takes from everyone,12
sundown syndrome,0.27,0.13,0.22,0.37,0.13,0.15,None,Tame Impala,,please dont get answers from eyes you know that mine cant lie quite as well as yours just let the spare moment flow rounding steps as i go through the open doors  please dont deflate from a sigh id hold still every time but id start to shake i wander around for days wondering what ill say when they want the truth  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me oh  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me you might also like you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me  you will never know how hard i try to keep from waning while waiting at the start the depth of every touch is real as you need but words dont do any favours for me oh,8
patience,0.32,0.09,0.05,0.23,0.23,0.41,None,Tame Impala,,has it really been that long did i count the days wrong did we just go round and round all the way to step one they would ask me all the time every time the shows up so what you doin with your life it aint givin up  just growin up in stages lay down low down livin life in phases another season changes and still my days are shapeless  its always drive straight dont be late cause time waits for no one i should be flying straight with no delay cause time takes from everyone  im just laying here waiting for a change to come take us to the place takin us where we would have gone you might also like they would ask me all the time showin up in ages so what you doin with your life call it givin up  im just growin up in stages lay down low down livin life in phases another season changes and still my ways are aimless i know were growin up in stages and im runnin out of patience growin up  its always drive straight dont be late cause time waits for no one i should be flying straight with no delay cause time takes from everyone,10
